unified_path,decomposed_paths,feature,feature_value,pair,pair_loc,object_loc,object_ind,response
data/vlm/2D/rmts/images/trial-156.png,"['data/vlm/2D/rmts/images/source-156.png', 'data/vlm/2D/rmts/images/target1-156.png', 'data/vlm/2D/rmts/images/target2-156.png']",color,blue,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-111.png,"['data/vlm/2D/rmts/images/source-111.png', 'data/vlm/2D/rmts/images/target1-111.png', 'data/vlm/2D/rmts/images/target2-111.png']",shape,square,target1,bottom left,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-15.png,"['data/vlm/2D/rmts/images/source-15.png', 'data/vlm/2D/rmts/images/target1-15.png', 'data/vlm/2D/rmts/images/target2-15.png']",color,gray,target1,bottom left,left,1st,[red].
data/vlm/2D/rmts/images/trial-54.png,"['data/vlm/2D/rmts/images/source-54.png', 'data/vlm/2D/rmts/images/target1-54.png', 'data/vlm/2D/rmts/images/target2-54.png']",color,red,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-152.png,"['data/vlm/2D/rmts/images/source-152.png', 'data/vlm/2D/rmts/images/target1-152.png', 'data/vlm/2D/rmts/images/target2-152.png']",color,red,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-104.png,"['data/vlm/2D/rmts/images/source-104.png', 'data/vlm/2D/rmts/images/target1-104.png', 'data/vlm/2D/rmts/images/target2-104.png']",shape,cross,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-0.png,"['data/vlm/2D/rmts/images/source-0.png', 'data/vlm/2D/rmts/images/target1-0.png', 'data/vlm/2D/rmts/images/target2-0.png']",color,darkorange,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-13.png,"['data/vlm/2D/rmts/images/source-13.png', 'data/vlm/2D/rmts/images/target1-13.png', 'data/vlm/2D/rmts/images/target2-13.png']",color,purple,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-153.png,"['data/vlm/2D/rmts/images/source-153.png', 'data/vlm/2D/rmts/images/target1-153.png', 'data/vlm/2D/rmts/images/target2-153.png']",shape,heart,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-168.png,"['data/vlm/2D/rmts/images/source-168.png', 'data/vlm/2D/rmts/images/target1-168.png', 'data/vlm/2D/rmts/images/target2-168.png']",color,green,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-3.png,"['data/vlm/2D/rmts/images/source-3.png', 'data/vlm/2D/rmts/images/target1-3.png', 'data/vlm/2D/rmts/images/target2-3.png']",color,gray,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-26.png,"['data/vlm/2D/rmts/images/source-26.png', 'data/vlm/2D/rmts/images/target1-26.png', 'data/vlm/2D/rmts/images/target2-26.png']",shape,cloud,source,top,right,2nd,[red].
data/vlm/2D/rmts/images/trial-195.png,"['data/vlm/2D/rmts/images/source-195.png', 'data/vlm/2D/rmts/images/target1-195.png', 'data/vlm/2D/rmts/images/target2-195.png']",color,blue,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-4.png,"['data/vlm/2D/rmts/images/source-4.png', 'data/vlm/2D/rmts/images/target1-4.png', 'data/vlm/2D/rmts/images/target2-4.png']",shape,triangle,source,top,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-145.png,"['data/vlm/2D/rmts/images/source-145.png', 'data/vlm/2D/rmts/images/target1-145.png', 'data/vlm/2D/rmts/images/target2-145.png']",color,purple,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-151.png,"['data/vlm/2D/rmts/images/source-151.png', 'data/vlm/2D/rmts/images/target1-151.png', 'data/vlm/2D/rmts/images/target2-151.png']",shape,square,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-36.png,"['data/vlm/2D/rmts/images/source-36.png', 'data/vlm/2D/rmts/images/target1-36.png', 'data/vlm/2D/rmts/images/target2-36.png']",color,purple,target2,bottom right,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-148.png,"['data/vlm/2D/rmts/images/source-148.png', 'data/vlm/2D/rmts/images/target1-148.png', 'data/vlm/2D/rmts/images/target2-148.png']",color,darkorange,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-63.png,"['data/vlm/2D/rmts/images/source-63.png', 'data/vlm/2D/rmts/images/target1-63.png', 'data/vlm/2D/rmts/images/target2-63.png']",color,gray,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-96.png,"['data/vlm/2D/rmts/images/source-96.png', 'data/vlm/2D/rmts/images/target1-96.png', 'data/vlm/2D/rmts/images/target2-96.png']",shape,cloud,target1,bottom left,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-101.png,"['data/vlm/2D/rmts/images/source-101.png', 'data/vlm/2D/rmts/images/target1-101.png', 'data/vlm/2D/rmts/images/target2-101.png']",shape,heart,source,top,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-159.png,"['data/vlm/2D/rmts/images/source-159.png', 'data/vlm/2D/rmts/images/target1-159.png', 'data/vlm/2D/rmts/images/target2-159.png']",color,red,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-44.png,"['data/vlm/2D/rmts/images/source-44.png', 'data/vlm/2D/rmts/images/target1-44.png', 'data/vlm/2D/rmts/images/target2-44.png']",shape,heart,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-167.png,"['data/vlm/2D/rmts/images/source-167.png', 'data/vlm/2D/rmts/images/target1-167.png', 'data/vlm/2D/rmts/images/target2-167.png']",color,red,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-47.png,"['data/vlm/2D/rmts/images/source-47.png', 'data/vlm/2D/rmts/images/target1-47.png', 'data/vlm/2D/rmts/images/target2-47.png']",shape,square,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-72.png,"['data/vlm/2D/rmts/images/source-72.png', 'data/vlm/2D/rmts/images/target1-72.png', 'data/vlm/2D/rmts/images/target2-72.png']",color,gray,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-31.png,"['data/vlm/2D/rmts/images/source-31.png', 'data/vlm/2D/rmts/images/target1-31.png', 'data/vlm/2D/rmts/images/target2-31.png']",shape,cross,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-139.png,"['data/vlm/2D/rmts/images/source-139.png', 'data/vlm/2D/rmts/images/target1-139.png', 'data/vlm/2D/rmts/images/target2-139.png']",color,purple,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-77.png,"['data/vlm/2D/rmts/images/source-77.png', 'data/vlm/2D/rmts/images/target1-77.png', 'data/vlm/2D/rmts/images/target2-77.png']",color,purple,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-55.png,"['data/vlm/2D/rmts/images/source-55.png', 'data/vlm/2D/rmts/images/target1-55.png', 'data/vlm/2D/rmts/images/target2-55.png']",color,green,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-106.png,"['data/vlm/2D/rmts/images/source-106.png', 'data/vlm/2D/rmts/images/target1-106.png', 'data/vlm/2D/rmts/images/target2-106.png']",shape,circle,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-196.png,"['data/vlm/2D/rmts/images/source-196.png', 'data/vlm/2D/rmts/images/target1-196.png', 'data/vlm/2D/rmts/images/target2-196.png']",color,gray,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-6.png,"['data/vlm/2D/rmts/images/source-6.png', 'data/vlm/2D/rmts/images/target1-6.png', 'data/vlm/2D/rmts/images/target2-6.png']",shape,triangle,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-65.png,"['data/vlm/2D/rmts/images/source-65.png', 'data/vlm/2D/rmts/images/target1-65.png', 'data/vlm/2D/rmts/images/target2-65.png']",color,red,target1,bottom left,right,2nd,[red].
data/vlm/2D/rmts/images/trial-144.png,"['data/vlm/2D/rmts/images/source-144.png', 'data/vlm/2D/rmts/images/target1-144.png', 'data/vlm/2D/rmts/images/target2-144.png']",shape,triangle,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-56.png,"['data/vlm/2D/rmts/images/source-56.png', 'data/vlm/2D/rmts/images/target1-56.png', 'data/vlm/2D/rmts/images/target2-56.png']",shape,triangle,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-166.png,"['data/vlm/2D/rmts/images/source-166.png', 'data/vlm/2D/rmts/images/target1-166.png', 'data/vlm/2D/rmts/images/target2-166.png']",shape,square,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-60.png,"['data/vlm/2D/rmts/images/source-60.png', 'data/vlm/2D/rmts/images/target1-60.png', 'data/vlm/2D/rmts/images/target2-60.png']",shape,square,source,top,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-177.png,"['data/vlm/2D/rmts/images/source-177.png', 'data/vlm/2D/rmts/images/target1-177.png', 'data/vlm/2D/rmts/images/target2-177.png']",shape,circle,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-45.png,"['data/vlm/2D/rmts/images/source-45.png', 'data/vlm/2D/rmts/images/target1-45.png', 'data/vlm/2D/rmts/images/target2-45.png']",color,gray,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-181.png,"['data/vlm/2D/rmts/images/source-181.png', 'data/vlm/2D/rmts/images/target1-181.png', 'data/vlm/2D/rmts/images/target2-181.png']",color,blue,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-12.png,"['data/vlm/2D/rmts/images/source-12.png', 'data/vlm/2D/rmts/images/target1-12.png', 'data/vlm/2D/rmts/images/target2-12.png']",color,red,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-69.png,"['data/vlm/2D/rmts/images/source-69.png', 'data/vlm/2D/rmts/images/target1-69.png', 'data/vlm/2D/rmts/images/target2-69.png']",shape,cloud,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-197.png,"['data/vlm/2D/rmts/images/source-197.png', 'data/vlm/2D/rmts/images/target1-197.png', 'data/vlm/2D/rmts/images/target2-197.png']",color,red,source,top,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-83.png,"['data/vlm/2D/rmts/images/source-83.png', 'data/vlm/2D/rmts/images/target1-83.png', 'data/vlm/2D/rmts/images/target2-83.png']",shape,cross,target2,bottom right,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-157.png,"['data/vlm/2D/rmts/images/source-157.png', 'data/vlm/2D/rmts/images/target1-157.png', 'data/vlm/2D/rmts/images/target2-157.png']",shape,cloud,target1,bottom left,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-123.png,"['data/vlm/2D/rmts/images/source-123.png', 'data/vlm/2D/rmts/images/target1-123.png', 'data/vlm/2D/rmts/images/target2-123.png']",shape,triangle,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-17.png,"['data/vlm/2D/rmts/images/source-17.png', 'data/vlm/2D/rmts/images/target1-17.png', 'data/vlm/2D/rmts/images/target2-17.png']",color,green,target1,bottom left,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-22.png,"['data/vlm/2D/rmts/images/source-22.png', 'data/vlm/2D/rmts/images/target1-22.png', 'data/vlm/2D/rmts/images/target2-22.png']",color,darkorange,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-61.png,"['data/vlm/2D/rmts/images/source-61.png', 'data/vlm/2D/rmts/images/target1-61.png', 'data/vlm/2D/rmts/images/target2-61.png']",color,red,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-136.png,"['data/vlm/2D/rmts/images/source-136.png', 'data/vlm/2D/rmts/images/target1-136.png', 'data/vlm/2D/rmts/images/target2-136.png']",shape,square,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-97.png,"['data/vlm/2D/rmts/images/source-97.png', 'data/vlm/2D/rmts/images/target1-97.png', 'data/vlm/2D/rmts/images/target2-97.png']",shape,cloud,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-84.png,"['data/vlm/2D/rmts/images/source-84.png', 'data/vlm/2D/rmts/images/target1-84.png', 'data/vlm/2D/rmts/images/target2-84.png']",shape,heart,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-8.png,"['data/vlm/2D/rmts/images/source-8.png', 'data/vlm/2D/rmts/images/target1-8.png', 'data/vlm/2D/rmts/images/target2-8.png']",color,blue,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-149.png,"['data/vlm/2D/rmts/images/source-149.png', 'data/vlm/2D/rmts/images/target1-149.png', 'data/vlm/2D/rmts/images/target2-149.png']",shape,cloud,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-64.png,"['data/vlm/2D/rmts/images/source-64.png', 'data/vlm/2D/rmts/images/target1-64.png', 'data/vlm/2D/rmts/images/target2-64.png']",color,blue,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-162.png,"['data/vlm/2D/rmts/images/source-162.png', 'data/vlm/2D/rmts/images/target1-162.png', 'data/vlm/2D/rmts/images/target2-162.png']",shape,cross,target1,bottom left,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-179.png,"['data/vlm/2D/rmts/images/source-179.png', 'data/vlm/2D/rmts/images/target1-179.png', 'data/vlm/2D/rmts/images/target2-179.png']",shape,cross,target2,bottom right,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-133.png,"['data/vlm/2D/rmts/images/source-133.png', 'data/vlm/2D/rmts/images/target1-133.png', 'data/vlm/2D/rmts/images/target2-133.png']",shape,triangle,target2,bottom right,left,1st,[red].
data/vlm/2D/rmts/images/trial-50.png,"['data/vlm/2D/rmts/images/source-50.png', 'data/vlm/2D/rmts/images/target1-50.png', 'data/vlm/2D/rmts/images/target2-50.png']",shape,heart,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-113.png,"['data/vlm/2D/rmts/images/source-113.png', 'data/vlm/2D/rmts/images/target1-113.png', 'data/vlm/2D/rmts/images/target2-113.png']",color,purple,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-158.png,"['data/vlm/2D/rmts/images/source-158.png', 'data/vlm/2D/rmts/images/target1-158.png', 'data/vlm/2D/rmts/images/target2-158.png']",color,purple,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-141.png,"['data/vlm/2D/rmts/images/source-141.png', 'data/vlm/2D/rmts/images/target1-141.png', 'data/vlm/2D/rmts/images/target2-141.png']",shape,circle,source,top,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-32.png,"['data/vlm/2D/rmts/images/source-32.png', 'data/vlm/2D/rmts/images/target1-32.png', 'data/vlm/2D/rmts/images/target2-32.png']",color,gray,target2,bottom right,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-38.png,"['data/vlm/2D/rmts/images/source-38.png', 'data/vlm/2D/rmts/images/target1-38.png', 'data/vlm/2D/rmts/images/target2-38.png']",color,gray,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-178.png,"['data/vlm/2D/rmts/images/source-178.png', 'data/vlm/2D/rmts/images/target1-178.png', 'data/vlm/2D/rmts/images/target2-178.png']",shape,triangle,target1,bottom left,left,1st,[red]
data/vlm/2D/rmts/images/trial-20.png,"['data/vlm/2D/rmts/images/source-20.png', 'data/vlm/2D/rmts/images/target1-20.png', 'data/vlm/2D/rmts/images/target2-20.png']",color,purple,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-160.png,"['data/vlm/2D/rmts/images/source-160.png', 'data/vlm/2D/rmts/images/target1-160.png', 'data/vlm/2D/rmts/images/target2-160.png']",shape,circle,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-199.png,"['data/vlm/2D/rmts/images/source-199.png', 'data/vlm/2D/rmts/images/target1-199.png', 'data/vlm/2D/rmts/images/target2-199.png']",color,red,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-134.png,"['data/vlm/2D/rmts/images/source-134.png', 'data/vlm/2D/rmts/images/target1-134.png', 'data/vlm/2D/rmts/images/target2-134.png']",shape,triangle,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-40.png,"['data/vlm/2D/rmts/images/source-40.png', 'data/vlm/2D/rmts/images/target1-40.png', 'data/vlm/2D/rmts/images/target2-40.png']",shape,heart,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-172.png,"['data/vlm/2D/rmts/images/source-172.png', 'data/vlm/2D/rmts/images/target1-172.png', 'data/vlm/2D/rmts/images/target2-172.png']",shape,square,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-107.png,"['data/vlm/2D/rmts/images/source-107.png', 'data/vlm/2D/rmts/images/target1-107.png', 'data/vlm/2D/rmts/images/target2-107.png']",shape,circle,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-57.png,"['data/vlm/2D/rmts/images/source-57.png', 'data/vlm/2D/rmts/images/target1-57.png', 'data/vlm/2D/rmts/images/target2-57.png']",color,purple,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-29.png,"['data/vlm/2D/rmts/images/source-29.png', 'data/vlm/2D/rmts/images/target1-29.png', 'data/vlm/2D/rmts/images/target2-29.png']",color,green,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-37.png,"['data/vlm/2D/rmts/images/source-37.png', 'data/vlm/2D/rmts/images/target1-37.png', 'data/vlm/2D/rmts/images/target2-37.png']",color,gray,source,top,left,1st,[circle].
data/vlm/2D/rmts/images/trial-131.png,"['data/vlm/2D/rmts/images/source-131.png', 'data/vlm/2D/rmts/images/target1-131.png', 'data/vlm/2D/rmts/images/target2-131.png']",color,red,target1,bottom left,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-79.png,"['data/vlm/2D/rmts/images/source-79.png', 'data/vlm/2D/rmts/images/target1-79.png', 'data/vlm/2D/rmts/images/target2-79.png']",shape,cross,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-39.png,"['data/vlm/2D/rmts/images/source-39.png', 'data/vlm/2D/rmts/images/target1-39.png', 'data/vlm/2D/rmts/images/target2-39.png']",color,gray,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-48.png,"['data/vlm/2D/rmts/images/source-48.png', 'data/vlm/2D/rmts/images/target1-48.png', 'data/vlm/2D/rmts/images/target2-48.png']",color,darkorange,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-75.png,"['data/vlm/2D/rmts/images/source-75.png', 'data/vlm/2D/rmts/images/target1-75.png', 'data/vlm/2D/rmts/images/target2-75.png']",color,purple,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-117.png,"['data/vlm/2D/rmts/images/source-117.png', 'data/vlm/2D/rmts/images/target1-117.png', 'data/vlm/2D/rmts/images/target2-117.png']",shape,triangle,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-154.png,"['data/vlm/2D/rmts/images/source-154.png', 'data/vlm/2D/rmts/images/target1-154.png', 'data/vlm/2D/rmts/images/target2-154.png']",shape,square,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-112.png,"['data/vlm/2D/rmts/images/source-112.png', 'data/vlm/2D/rmts/images/target1-112.png', 'data/vlm/2D/rmts/images/target2-112.png']",shape,triangle,target2,bottom right,left,1st,[circle].
data/vlm/2D/rmts/images/trial-192.png,"['data/vlm/2D/rmts/images/source-192.png', 'data/vlm/2D/rmts/images/target1-192.png', 'data/vlm/2D/rmts/images/target2-192.png']",color,red,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-165.png,"['data/vlm/2D/rmts/images/source-165.png', 'data/vlm/2D/rmts/images/target1-165.png', 'data/vlm/2D/rmts/images/target2-165.png']",color,gray,target2,bottom right,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-180.png,"['data/vlm/2D/rmts/images/source-180.png', 'data/vlm/2D/rmts/images/target1-180.png', 'data/vlm/2D/rmts/images/target2-180.png']",color,darkorange,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-127.png,"['data/vlm/2D/rmts/images/source-127.png', 'data/vlm/2D/rmts/images/target1-127.png', 'data/vlm/2D/rmts/images/target2-127.png']",color,gray,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-194.png,"['data/vlm/2D/rmts/images/source-194.png', 'data/vlm/2D/rmts/images/target1-194.png', 'data/vlm/2D/rmts/images/target2-194.png']",color,blue,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-53.png,"['data/vlm/2D/rmts/images/source-53.png', 'data/vlm/2D/rmts/images/target1-53.png', 'data/vlm/2D/rmts/images/target2-53.png']",shape,circle,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-87.png,"['data/vlm/2D/rmts/images/source-87.png', 'data/vlm/2D/rmts/images/target1-87.png', 'data/vlm/2D/rmts/images/target2-87.png']",color,gray,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-164.png,"['data/vlm/2D/rmts/images/source-164.png', 'data/vlm/2D/rmts/images/target1-164.png', 'data/vlm/2D/rmts/images/target2-164.png']",shape,cloud,target1,bottom left,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-88.png,"['data/vlm/2D/rmts/images/source-88.png', 'data/vlm/2D/rmts/images/target1-88.png', 'data/vlm/2D/rmts/images/target2-88.png']",color,darkorange,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-147.png,"['data/vlm/2D/rmts/images/source-147.png', 'data/vlm/2D/rmts/images/target1-147.png', 'data/vlm/2D/rmts/images/target2-147.png']",shape,cloud,target1,bottom left,right,2nd,[Target Pair 2].
data/vlm/2D/rmts/images/trial-85.png,"['data/vlm/2D/rmts/images/source-85.png', 'data/vlm/2D/rmts/images/target1-85.png', 'data/vlm/2D/rmts/images/target2-85.png']",color,green,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-132.png,"['data/vlm/2D/rmts/images/source-132.png', 'data/vlm/2D/rmts/images/target1-132.png', 'data/vlm/2D/rmts/images/target2-132.png']",shape,square,target1,bottom left,left,1st,[circle].
data/vlm/2D/rmts/images/trial-1.png,"['data/vlm/2D/rmts/images/source-1.png', 'data/vlm/2D/rmts/images/target1-1.png', 'data/vlm/2D/rmts/images/target2-1.png']",color,gray,target1,bottom left,left,1st,[Target Pair 2].
data/vlm/2D/rmts/images/trial-174.png,"['data/vlm/2D/rmts/images/source-174.png', 'data/vlm/2D/rmts/images/target1-174.png', 'data/vlm/2D/rmts/images/target2-174.png']",shape,cross,source,top,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-129.png,"['data/vlm/2D/rmts/images/source-129.png', 'data/vlm/2D/rmts/images/target1-129.png', 'data/vlm/2D/rmts/images/target2-129.png']",shape,cloud,target1,bottom left,right,2nd,[circle].
data/vlm/2D/rmts/images/trial-142.png,"['data/vlm/2D/rmts/images/source-142.png', 'data/vlm/2D/rmts/images/target1-142.png', 'data/vlm/2D/rmts/images/target2-142.png']",shape,triangle,target1,bottom left,left,1st,[circle].
